33.840073,178.30544
33.840073,0.23257259
0.2371469,0.2340609
0.23718047,0.23052885
0.23688059,0.23055777
0.23708089,0.23037067
0.23684226,0.23191445
0.23666877,0.23010853
0.23684214,0.23326932
0.23644525,0.23206216
0.23601714,0.22953878
0.23577414,0.22907557
0.23563288,0.23132911
0.23492268,0.22912
0.23487547,0.2281666
0.23453157,0.22986421
0.23437527,0.22727796
0.23380075,0.228356
0.23354322,0.22686648
0.23337787,0.2278455
0.23312,0.22752325
0.23292445,0.23208156
0.23251915,0.2254609
0.23230928,0.2341359
0.23194297,0.22507612
0.23161156,0.22721384
0.23155074,0.22511722
0.23123316,0.22772995
0.23117426,0.22397302
0.23105362,0.22340104
0.23067729,0.22297555
0.23025875,0.2288595
0.22986324,0.22342041
0.22917433,0.22256908
0.2290468,0.2307197
0.22888406,0.22156514
0.22853664,0.22100428
0.2283889,0.22088903
0.22839974,0.22064452
0.22785717,0.22045785
0.22781038,0.22017604
0.22790687,0.21994355
0.22763002,0.2198588
0.22736062,0.2205772
0.22743006,0.22011276
0.22714995,0.22004938
0.22758764,0.22037466
0.22722766,0.21936215
0.22698449,0.21965958
0.22712141,0.21938622
0.22701141,0.22041324
0.22684993,0.22010897
0.22706795,0.21920638
0.22681129,0.21965821
0.22686625,0.21942219
0.22686853,0.22848321
0.22692335,0.21862791
0.22663318,0.21941726
0.2267385,0.22112654
0.22673953,0.21891174
0.22683881,0.21926235
0.22674578,0.22007601
0.22672471,0.22445191
0.2266522,0.22487284
0.22665817,0.21915591
0.22652148,0.22012533
0.22678442,0.2199462
0.22664669,0.22134371
