"Season","Atmosphere","Y1","Y2","Y3"
"S1",1.054,-0.44339985165366,1.55251763598738,-0.461799683381785
"S1",1.054,-0.159335716006548,0.496477114073242,0.189179552746073
"S1",1.054,-0.0461502715897372,0.823619315792985,4.563110821547
"S1",1.054,0.846358161364186,0.121786752427887,-0.586949767543619
"S1",1.054,-0.949935523202864,-0.232037729197887,-0.230353672236191
"S1",1.054,0.0131961992642362,-0.59118670412526,0.728556961766973
"S1",1.054,-0.329588635729826,-0.685322510386745,-1.30099064290416
"S1",1.054,4.30886279567521,-0.11780848944993,0.209895381754785
"S1",1.054,0.637336013171472,-0.818867265324137,2.61914148204222
"S1",1.054,1.62780558600824,1.47950201133219,-0.574591028624683
"S1",1.054,0.10056484900283,-0.952279310056307,0.291748918191644
"S1",1.054,-0.0263123850972038,-0.548398364464414,-1.32654882835685
"S1",1.054,-0.230324910676659,0.790126030845693,1.11541122672079
"S1",1.054,1.17785894600125,-1.77076778052321,-0.319984563345627
"S1",1.054,-0.722044441882138,1.52536372122162,-0.23555669346128
"S1",1.054,-0.432402107228396,0.870408489292123,0.419588913160531
"S1",1.054,-0.293685470237816,-0.451554439443009,-0.570707069109605
"S1",1.054,-0.063685188776632,-0.553318030191609,2.47887866755498
"S1",1.054,-0.0928186982231109,1.92571361254691,-0.809318572856004
"S1",1.054,0.842688620338632,1.52302866020823,-0.425554878866251
"S1",1.054,0.0415041663724363,0.550978574202198,-0.578246466108131
"S1",1.054,-0.75662996612091,-0.0107667851947381,0.564757426912458
"S1",1.054,0.339496886257188,2.39430670985475,-0.57829502450012
"S1",1.054,-0.323615643491767,0.329960899605858,-0.360424820433998
"S1",1.054,-1.15479930121075,1.3394185646701,-0.0899243856002512
"S1",0.534,-0.250614194864314,0.306752281318797,1.53826211749113
"S1",0.534,3.94240920454353,-0.442174211482108,3.99892754417559
"S1",0.534,0.85020989475573,-0.819947498041178,2.31211359460974
"S1",0.534,-0.914129276942154,-0.388988591953207,-0.60774331195147
"S1",0.534,-0.0272363610214408,-1.52647154428856,-0.316125890932423
"S1",0.534,-0.327873821252814,-0.00825441633706021,-0.419690682326567
"S1",0.534,0.0490747115917457,0.186041565802342,-0.00825418192120848
"S1",0.534,-0.488660203955821,0.375244818352886,2.13155165257551
"S1",0.534,0.121609303310905,2.68134103451793,0.818574827367673
"S1",0.534,3.2529944460334,-0.757804700828091,2.89429039834822
"S1",0.534,-0.118330693206358,1.90565451177201,-0.783150826746157
"S1",0.534,1.12346959200575,0.384772831066579,0.157272878604525
