"Model1_a1","Model1_a2","res_z1","res_z2"
0.38739641326798,0.431454815978335,-0.632091931399984,-0.771076234870359
0.205605202874649,-0.00642309975303718,-0.576323828101162,1.63184020040783
0.205605202874649,-0.00642309975303718,-0.899269545198044,1.26540484764053
0.205605202874649,-0.00642309975303718,1.01572510308374,0.455577309440698
0.176342063252792,-0.0769088100228038,-0.166739683190156,0.583908223116129
0.176342063252792,-0.0769088100228038,-1.12382779838263,1.13011608600506
0.176342063252792,-0.0769088100228038,-0.101910636516411,-0.3946041244338
0.293136056982297,0.204411229783118,-0.703512277090973,-0.281966705120836
0.293136056982297,0.204411229783118,-0.127897754537752,1.14294268176246
0.293136056982297,0.204411229783118,0.296950074066607,0.788518289972175
0.293136056982297,0.204411229783118,-0.393646258311165,0.144919985355246
0.161396086939222,-0.112908971651063,-0.129184299003373,2.28440249834754
0.178496206984459,-0.0717201545021811,-1.30540842466733,0.302293112631698
0.178496206984459,-0.0717201545021811,-0.706505224646277,1.09795672085656
0.178496206984459,-0.0717201545021811,0.38424007206916,1.06099564021324
0.0182874167670006,-0.948825521117312,-1.19988899917778,0.964825976389179
0.0182874167670006,-0.948825521117312,1.63749753049757,2.25478796531335
0.0182874167670006,-0.948825521117312,-1.59402537161354,1.86220595533723
0.0182874167670006,-0.948825521117312,-0.0663199662787399,2.20045704679321
0.27452899705853,-0.33162005304764,0.126478714659209,2.49313889581294
0.284378821324382,-0.30789492073503,0.11077120825046,1.15340416373463
0.284378821324382,-0.30789492073503,-0.790664277282955,0.452453229842466
0.284378821324382,-0.30789492073503,-0.344439292295998,1.42310054087941
0.284378821324382,-0.30789492073503,0.104732780107019,1.38863546959706
0.284378821324382,-0.30789492073503,-0.919794512904805,0.288855218624031
0.442916092278225,0.073971560162526,-0.719818720621454,0.74828633176435
0.017605580798281,-0.950467849765698,-1.04328040833382,1.97346523123784
0.017605580798281,-0.950467849765698,0.653262367989015,2.30942312004565
0.017605580798281,-0.950467849765698,0.45194413990478,2.41597562222434
0.017605580798281,-0.950467849765698,-0.389715188033461,2.31755221019437
0.017605580798281,-0.950467849765698,0.372310951179109,2.21782763846051
0.017605580798281,-0.950467849765698,0.247758479997897,0.317348439859508
